,album,artist_levenshtein,artists,billboard_SongID,billboard_Unnamed: 0,billboard_artist,billboard_date,billboard_isNew,billboard_lastPos,billboard_peakPos,billboard_rank,billboard_title,billboard_weeks,id,name,popularity,preview_url,title_levenshtein,uri
6003,Hoobastank (Expanded Edition),100.0,Hoobastank,Running AwayHoobastank,91756.0,Hoobastank,2002-11-16,0.0,59.0,44.0,54.0,Running Away,20.0,658FEXDknBDQDPBNN9Mhy6,Running Away,49.0,,100.0,spotify:track:658FEXDknBDQDPBNN9Mhy6
6004,Live at Billy Bob's Texas,100.0,Tracy Byrd,Ten Rounds With Jose CuervoTracy Byrd,91777.0,Tracy Byrd,2002-11-16,0.0,78.0,26.0,75.0,Ten Rounds With Jose Cuervo,20.0,1PtBEdgSOYujwHrRZv72sl,Ten Rounds with Jose Cuervo,24.0,https://p.scdn.co/mp3-preview/b2580690ca1e8fb590e4966d0f4efac9fd8c9125?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1PtBEdgSOYujwHrRZv72sl
6005,Love Story,100.0,Tim McGraw,UnbrokenTim McGraw,91796.0,Tim McGraw,2002-11-16,0.0,88.0,26.0,94.0,Unbroken,20.0,7xb8Yyd627JoPLVXyZDxBK,Unbroken,36.0,https://p.scdn.co/mp3-preview/9cb02d71b62a178f2958c7bfcbeaea7daae64450?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:7xb8Yyd627JoPLVXyZDxBK
6006,Ecstasy,100.0,Avant,"Don't Say No, Just Say YesAvant",91802.0,Avant,2002-11-16,0.0,96.0,96.0,100.0,"Don't Say No, Just Say Yes",4.0,2rh1HEbkalvTKVhooKdePe,"Don't Say No, Just Say Yes",40.0,,100.0,spotify:track:2rh1HEbkalvTKVhooKdePe
6007,Room For Squares,100.0,John Mayer,No Such ThingJohn Mayer,91852.0,John Mayer,2002-11-09,0.0,38.0,13.0,50.0,No Such Thing,24.0,6Vecwo7AHst9V2CE3kmwr0,No Such Thing,64.0,https://p.scdn.co/mp3-preview/80ff4c250a893b161d09c00e7751a693fd0b970c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6Vecwo7AHst9V2CE3kmwr0
6008,The Lonely Position Of Neutral,100.0,TRUSTcompany,DownfallTRUSTcompany,91897.0,TRUSTcompany,2002-11-09,0.0,91.0,91.0,95.0,Downfall,4.0,76xddM2irVQCbuBoVbaElZ,Downfall,58.0,,100.0,spotify:track:76xddM2irVQCbuBoVbaElZ
6009,The Best Of 1990-2000 & B-Sides,100.0,U2,Electrical StormU2,91902.0,U2,2002-11-09,0.0,93.0,77.0,100.0,Electrical Storm,7.0,3IkJ97LnVrWGYys6WC7gLV,Electrical Storm,38.0,,100.0,spotify:track:3IkJ97LnVrWGYys6WC7gLV
6010,Ashanti,100.0,Ashanti,HappyAshanti,91947.0,Ashanti,2002-11-02,0.0,32.0,8.0,45.0,Happy,23.0,6CbcdeTQKj0qTaZTt0xkdk,Happy,63.0,,100.0,spotify:track:6CbcdeTQKj0qTaZTt0xkdk
6011,Laundry Service,100.0,Shakira,Objection (Tango)Shakira,91992.0,Shakira,2002-11-02,0.0,86.0,55.0,90.0,Objection (Tango),9.0,36YNa8joLwu9yor2TkZbIY,Objection (Tango),53.0,https://p.scdn.co/mp3-preview/bf65095d5ce583587a0a6a8171f11541c2039cf0?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:36YNa8joLwu9yor2TkZbIY
6012,Bleed American,100.0,Jimmy Eat World,SweetnessJimmy Eat World,92001.0,Jimmy Eat World,2002-11-02,0.0,94.0,75.0,99.0,Sweetness,14.0,429IbFR4yp2J81CeTwF5iY,Sweetness,67.0,,100.0,spotify:track:429IbFR4yp2J81CeTwF5iY
6013,Nellyville,100.0,Nelly,Hot In HerreNelly,92041.0,Nelly,2002-10-26,0.0,35.0,1.0,39.0,Hot In Herre,26.0,04KTF78FFg8sOHC1BADqbY,Hot In Herre,72.0,,100.0,spotify:track:04KTF78FFg8sOHC1BADqbY
6014,C'Mon C'Mon,100.0,Sheryl Crow,Soak Up The SunSheryl Crow,92044.0,Sheryl Crow,2002-10-26,0.0,42.0,17.0,42.0,Soak Up The Sun,29.0,215JYyyUnrJ98NK3KEwu6d,Soak Up The Sun,61.0,,100.0,spotify:track:215JYyyUnrJ98NK3KEwu6d
6015,Bleed American,100.0,Jimmy Eat World,The MiddleJimmy Eat World,92051.0,Jimmy Eat World,2002-10-26,0.0,43.0,5.0,49.0,The Middle,33.0,6GG73Jik4jUlQCkKg9JuGO,The Middle,77.0,,100.0,spotify:track:6GG73Jik4jUlQCkKg9JuGO
6016,Busted Stuff,100.0,Dave Matthews Band,Where Are You GoingDave Matthews Band,92066.0,Dave Matthews Band,2002-10-26,0.0,56.0,39.0,64.0,Where Are You Going,20.0,5EjZXJ4nVpw7uI6eso1SFS,Where Are You Going,54.0,https://p.scdn.co/mp3-preview/7f58e0d242683d2b4911e6dd75bb0fd5673b1e0c?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5EjZXJ4nVpw7uI6eso1SFS
6017,By the Way (Deluxe Edition),100.0,Red Hot Chili Peppers,By The WayRed Hot Chili Peppers,92078.0,Red Hot Chili Peppers,2002-10-26,0.0,76.0,34.0,76.0,By The Way,20.0,1f2V8U1BiWaC9aJWmpOARe,By the Way,73.0,https://p.scdn.co/mp3-preview/1b6ca5843bd21973cbb2c2410616dd10564e91da?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1f2V8U1BiWaC9aJWmpOARe
6018,I Miss My Friend,100.0,Darryl Worley,I Miss My FriendDarryl Worley,92080.0,Darryl Worley,2002-10-26,0.0,77.0,28.0,78.0,I Miss My Friend,20.0,0qnoS5hMZMphvKWi0D2LQh,I Miss My Friend,45.0,,100.0,spotify:track:0qnoS5hMZMphvKWi0D2LQh
6019,When You Lie Next To Me,100.0,Kellie Coffey,When You Lie Next To MeKellie Coffey,92102.0,Kellie Coffey,2002-10-26,0.0,97.0,54.0,100.0,When You Lie Next To Me,18.0,6EwbFB8T0uIaaRCNwAIrnS,When You Lie Next To Me,35.0,https://p.scdn.co/mp3-preview/1b7407cba75ab2bcd7e9e4f63f183619df28ac6d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6EwbFB8T0uIaaRCNwAIrnS
6020,Man With A Memory,100.0,Joe Nichols,The ImpossibleJoe Nichols,92147.0,Joe Nichols,2002-10-19,0.0,39.0,29.0,45.0,The Impossible,21.0,5vyVckEUyIogu3Fq7J3lBR,The Impossible,44.0,,100.0,spotify:track:5vyVckEUyIogu3Fq7J3lBR
6021,"No Shoes, No Shirt, No Problems",100.0,Kenny Chesney,The Good StuffKenny Chesney,92159.0,Kenny Chesney,2002-10-19,0.0,51.0,22.0,57.0,The Good Stuff,20.0,1sR3kJi14jA8Gau3a0yXAo,The Good Stuff,57.0,https://p.scdn.co/mp3-preview/3a05c7ce62dbb84c907a04d75ca10d8c29144e46?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:1sR3kJi14jA8Gau3a0yXAo
6022,Unleashed,100.0,Toby Keith,"Courtesy Of The Red, White And Blue (The Angry American)Toby Keith",92185.0,Toby Keith,2002-10-19,0.0,78.0,25.0,83.0,"Courtesy Of The Red, White And Blue (The Angry American)",20.0,0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",70.0,,100.0,spotify:track:0M7mWKqwTIaVjYyxfZmtTa
6023,Gutterflower,87.0,The Goo Goo Dolls,Big MachineGoo Goo Dolls,92289.0,Goo Goo Dolls,2002-10-12,0.0,81.0,64.0,87.0,Big Machine,6.0,4u0mNH2fqIoeeyGff3NLrx,Big Machine,43.0,https://p.scdn.co/mp3-preview/7ef5be51b1b347150debdf4d0efdf71dedc47f0a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4u0mNH2fqIoeeyGff3NLrx
6024,Sticks And Stones,100.0,New Found Glory,My Friends Over YouNew Found Glory,92292.0,New Found Glory,2002-10-12,0.0,89.0,85.0,90.0,My Friends Over You,6.0,4pImG3RdbaGfanzQOTFgyr,My Friends Over You,64.0,,100.0,spotify:track:4pImG3RdbaGfanzQOTFgyr
6025,Fever,100.0,Kylie Minogue,Love At First SightKylie Minogue,92294.0,Kylie Minogue,2002-10-12,0.0,78.0,23.0,92.0,Love At First Sight,16.0,6ua8mbyHXTHpAmGyGpFAS2,Love at First Sight,50.0,https://p.scdn.co/mp3-preview/12b9bd060411d363204e4a2b1e4cbc68d944fe37?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6ua8mbyHXTHpAmGyGpFAS2
6026,C'Mon C'Mon,100.0,Sheryl Crow,Steve McQueenSheryl Crow,92296.0,Sheryl Crow,2002-10-12,0.0,88.0,88.0,94.0,Steve McQueen,5.0,3AvMXM7A4zMHNbjRI2zGan,Steve McQueen,38.0,,100.0,spotify:track:3AvMXM7A4zMHNbjRI2zGan
6027,All I Have,100.0,Amerie,Why Don't We Fall In LoveAmerie,92297.0,Amerie,2002-10-12,0.0,85.0,23.0,95.0,Why Don't We Fall In Love,19.0,4bnjq8zqtCnxTGxll5ezOO,Why Don't We Fall in Love,57.0,https://p.scdn.co/mp3-preview/1b2c938f47cf3ebe4aeaadecd2f1f83d09ee8c7f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4bnjq8zqtCnxTGxll5ezOO
6028,The Rising,100.0,Bruce Springsteen,The RisingBruce Springsteen,92302.0,Bruce Springsteen,2002-10-12,0.0,91.0,52.0,100.0,The Rising,11.0,2czBvzOv3TvnyoW7Ozo7fP,The Rising,54.0,https://p.scdn.co/mp3-preview/53a5577ee429e7ea870559606f60b9a96181c753?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2czBvzOv3TvnyoW7Ozo7fP
6029,Lord Willin',100.0,Clipse,Grindin'Clipse,92385.0,Clipse,2002-10-05,0.0,80.0,30.0,83.0,Grindin',20.0,3XrvEifl0hIzgBGUa5jBLS,Grindin',57.0,https://p.scdn.co/mp3-preview/e355ae322c728d0507f0ca2b28cf5b720d26214d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3XrvEifl0hIzgBGUa5jBLS
6030,Born to Do It,100.0,Craig David,Walking AwayCraig David,92392.0,Craig David,2002-10-05,0.0,87.0,44.0,90.0,Walking Away,20.0,3R7fjB38qajI6JR69y5k4e,Walking Away,63.0,https://p.scdn.co/mp3-preview/8e230af83aa207559e11c9ecb546b8ec9c7a37e1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3R7fjB38qajI6JR69y5k4e
6031,lovehatetragedy,100.0,Papa Roach,She Loves Me NotPapa Roach,92397.0,Papa Roach,2002-10-05,0.0,89.0,76.0,95.0,She Loves Me Not,12.0,1eRgyfyizDWISeS99kwLNC,She Loves Me Not,58.0,,100.0,spotify:track:1eRgyfyizDWISeS99kwLNC
6032,Into Your Head,100.0,BBMAK,Out Of My Heart (Into Your Head)BBMak,92402.0,BBMak,2002-10-05,0.0,84.0,56.0,100.0,Out Of My Heart (Into Your Head),8.0,3i18dmoH6qfcfFG7ctRlFL,Out Of My Heart,31.0,,97.0,spotify:track:3i18dmoH6qfcfFG7ctRlFL
6033,J.Lo,85.0,Jennifer Lopez,I'm Gonna Be AlrightJennifer Lopez Featuring Nas,92450.0,Jennifer Lopez Featuring Nas,2002-09-28,0.0,32.0,10.0,48.0,I'm Gonna Be Alright,23.0,3mpLAhFWyJY2TZKCfTMqAP,I'm Gonna Be Alright,30.0,https://p.scdn.co/mp3-preview/81334033feb93325655c1a1f1484f9ab518253a1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3mpLAhFWyJY2TZKCfTMqAP
6034,Veni Vidi Vicious,100.0,The Hives,Hate To Say I Told You SoThe Hives,92493.0,The Hives,2002-09-28,0.0,95.0,86.0,91.0,Hate To Say I Told You So,11.0,6xxXrNJnnsQNLdgNk8S4y8,Hate To Say I Told You So,58.0,https://p.scdn.co/mp3-preview/846f53310d4732a60d6a9871c2babdba4b59ab17?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6xxXrNJnnsQNLdgNk8S4y8
6035,"Trinity (Past, Present And Future)",95.0,"Slum Village, Dwele",TaintedSlum Village Featuring Dwele,92496.0,Slum Village Featuring Dwele,2002-09-28,0.0,93.0,87.0,94.0,Tainted,11.0,6tc2nHTmQjXQXo2ybeVZB7,Tainted,47.0,,100.0,spotify:track:6tc2nHTmQjXQXo2ybeVZB7
6036,Life Goes On,100.0,Donell Jones,Put Me DownDonell Jones,92502.0,Donell Jones,2002-09-28,0.0,98.0,98.0,100.0,Put Me Down,3.0,3UnjHOCGgfHDAjzMEOyBqQ,Put Me Down,39.0,https://p.scdn.co/mp3-preview/ac1db50db8efde1752b6c82e0bf90cf31ed5deb9?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3UnjHOCGgfHDAjzMEOyBqQ
6037,Hood Rich,100.0,Big Tymers,Still FlyBig Tymers,92542.0,Big Tymers,2002-09-21,0.0,33.0,11.0,40.0,Still Fly,24.0,563vSy3HB5NHxel1VGQCW6,Still Fly,61.0,,100.0,spotify:track:563vSy3HB5NHxel1VGQCW6
6038,Ashanti,100.0,Ashanti,FoolishAshanti,92551.0,Ashanti,2002-09-21,0.0,50.0,1.0,49.0,Foolish,32.0,6zMUIb4uce1CzpbjR3vMdN,Foolish,71.0,,100.0,spotify:track:6zMUIb4uce1CzpbjR3vMdN
6039,The Eminem Show,100.0,Eminem,Without MeEminem,92557.0,Eminem,2002-09-21,0.0,47.0,2.0,55.0,Without Me,20.0,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,82.0,,100.0,spotify:track:7lQ8MOhq6IN2w8EYcFNSUk
6040,Dirty Vegas,100.0,Dirty Vegas,Days Go ByDirty Vegas,92584.0,Dirty Vegas,2002-09-21,0.0,73.0,14.0,82.0,Days Go By,20.0,2RLpFEf6d0708O7Bqhjyxg,Days Go By,50.0,https://p.scdn.co/mp3-preview/09e727b7fd4f150bd12ea742c3d2a7f6e9d5ac82?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2RLpFEf6d0708O7Bqhjyxg
6041,Someone To Love You,100.0,Ruff Endz,Someone To Love YouRuff Endz,92585.0,Ruff Endz,2002-09-21,0.0,81.0,49.0,83.0,Someone To Love You,20.0,2LrvK045zLQyt4s9n1QSBA,Someone To Love You,48.0,https://p.scdn.co/mp3-preview/6db2adea669309deee955936e19320db48d740bc?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2LrvK045zLQyt4s9n1QSBA
6042,Full Moon,100.0,Brandy,Full MoonBrandy,92596.0,Brandy,2002-09-21,0.0,94.0,18.0,94.0,Full Moon,20.0,0pLmfgIANOX9FB9uZDU43x,Full Moon,51.0,https://p.scdn.co/mp3-preview/b2c88aedc5b40c70ec1bb4c20853bc1a39b16079?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0pLmfgIANOX9FB9uZDU43x
6043,500 Degreez,100.0,Lil Wayne,Way Of LifeLil Wayne,92599.0,Lil Wayne,2002-09-21,0.0,91.0,71.0,97.0,Way Of Life,12.0,2ZoKMVQaFYnOsKeHbzSqLy,Way Of Life,36.0,,100.0,spotify:track:2ZoKMVQaFYnOsKeHbzSqLy
6044,Camino Palmero,100.0,The Calling,Wherever You Will GoThe Calling,92647.0,The Calling,2002-09-14,0.0,42.0,5.0,45.0,Wherever You Will Go,45.0,5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,72.0,https://p.scdn.co/mp3-preview/76ffbec05180b5a2dbc953b5368b020aadbce67d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5QpaGzWp0hwB5faV8dkbAz
6045,Freedom,100.0,Andy Griggs,Tonight I Wanna Be Your ManAndy Griggs,92702.0,Andy Griggs,2002-09-14,0.0,93.0,52.0,100.0,Tonight I Wanna Be Your Man,12.0,3RwlpiM8WPPQsNrdQsQb7Y,Tonight I Wanna Be Your Man,24.0,https://p.scdn.co/mp3-preview/1b3b5bf8e9c76492d1436c0e4ea5192cf41e8b9d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3RwlpiM8WPPQsNrdQsQb7Y
6046,Come Home With Me,91.0,"Cam’ron, Juelz Santana",Oh BoyCam'Ron Featuring Juelz Santana,92742.0,Cam'Ron Featuring Juelz Santana,2002-09-07,0.0,32.0,4.0,40.0,Oh Boy,21.0,4gdQ8QShlC3toP9Mkc8DwB,Oh Boy,65.0,,100.0,spotify:track:4gdQ8QShlC3toP9Mkc8DwB
6047,Come Clean,100.0,Puddle Of Mudd,BlurryPuddle Of Mudd,92751.0,Puddle Of Mudd,2002-09-07,0.0,40.0,5.0,49.0,Blurry,38.0,6lSr3iZTC144PKhvbPFzMp,Blurry,66.0,,100.0,spotify:track:6lSr3iZTC144PKhvbPFzMp
6048,Life Goes On,100.0,Donell Jones,You Know That I Love YouDonell Jones,92793.0,Donell Jones,2002-09-07,0.0,92.0,54.0,91.0,You Know That I Love You,20.0,5QiTs0egWAq0k2O8HWKoEP,You Know That I Love You,42.0,https://p.scdn.co/mp3-preview/81afaf5bce91608aebcce7f5fef0fefe2bf2b102?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5QiTs0egWAq0k2O8HWKoEP
6049,The Spirit Room,100.0,Michelle Branch,All You WantedMichelle Branch,92848.0,Michelle Branch,2002-08-31,0.0,43.0,6.0,46.0,All You Wanted,28.0,0kr6d8wHDQPlzuET33NVn6,All You Wanted,60.0,https://p.scdn.co/mp3-preview/ed582b5d865ed947c240a4220f1ade3371f3dd2f?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0kr6d8wHDQPlzuET33NVn6
6050,The Fallout (Limited Edition),100.0,Default,Wasting My TimeDefault,92851.0,Default,2002-08-31,0.0,50.0,13.0,49.0,Wasting My Time,35.0,5dpAN1mjFPL38kh9kWsCiw,Wasting My Time,60.0,https://p.scdn.co/mp3-preview/116ac60e715af30d5b428be3dbb749b689c2e384?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5dpAN1mjFPL38kh9kWsCiw
6051,The Singles Collection,100.0,No Doubt,Hella GoodNo Doubt,92855.0,No Doubt,2002-08-31,0.0,47.0,13.0,53.0,Hella Good,20.0,1CsUH29MaAIMbfGh4FEG4w,Hella Good,51.0,,100.0,spotify:track:1CsUH29MaAIMbfGh4FEG4w
6052,Soluna,100.0,Soluna,For All TimeSoluna,92900.0,Soluna,2002-08-31,0.0,91.0,72.0,98.0,For All Time,11.0,74FoFQHkUuGyjbmyLJ35fz,For All Time,23.0,,100.0,spotify:track:74FoFQHkUuGyjbmyLJ35fz
6053,I'm Already There,100.0,Lonestar,Not A Day Goes ByLonestar,92901.0,Lonestar,2002-08-31,0.0,86.0,36.0,99.0,Not A Day Goes By,17.0,5hPZdsAI8Jo0mhq5J829Tb,Not A Day Goes By,45.0,https://p.scdn.co/mp3-preview/f76a6c5cacb9c226ef51ec266396102b3d80da9a?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5hPZdsAI8Jo0mhq5J829Tb
6054,What's Luv? (feat. Ashanti),94.0,"Fat Joe, Ashanti",What's Luv?Fat Joe Featuring Ashanti,92948.0,Fat Joe Featuring Ashanti,2002-08-24,0.0,43.0,2.0,46.0,What's Luv?,28.0,2eSJflipjhSKLExuSwuFrO,What's Luv? (feat. Ashanti),55.0,https://p.scdn.co/mp3-preview/2d97ffee9207272227c0e469220ca03eb5f958c1?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,96.0,spotify:track:2eSJflipjhSKLExuSwuFrO
6055,B2K,100.0,B2K,Gots Ta BeB2K,92994.0,B2K,2002-08-24,0.0,86.0,34.0,92.0,Gots Ta Be,18.0,63MKNIWCCxtqnehwFhmYqp,Gots Ta Be,42.0,https://p.scdn.co/mp3-preview/b134e2acb5c00cb4dc7487f18089f4b5f9fe26da?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:63MKNIWCCxtqnehwFhmYqp
6056,Better Days,100.0,Joe,What If A WomanJoe,92997.0,Joe,2002-08-24,0.0,93.0,63.0,95.0,What If A Woman,16.0,6B38ul2FMi2Vho0siZ6DjB,What If A Woman,35.0,https://p.scdn.co/mp3-preview/0aac93e182c03011aa9dbe0412469256043e693e?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:6B38ul2FMi2Vho0siZ6DjB
6057,The Amalgamut (PA Version),100.0,Filter,Where Do We Go From HereFilter,93002.0,Filter,2002-08-24,0.0,96.0,94.0,100.0,Where Do We Go From Here,5.0,4T1Dz6BRAxk1BnSXxsbxGA,Where Do We Go From Here,45.0,https://p.scdn.co/mp3-preview/740322a56209fc97d1375fb029e5bf317bd993d0?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4T1Dz6BRAxk1BnSXxsbxGA
6058,The Road Less Traveled,100.0,George Strait,Living And Living WellGeorge Strait,93064.0,George Strait,2002-08-17,0.0,62.0,27.0,62.0,Living And Living Well,20.0,3YxKqZFpcxBPvpUssL8FS2,Living And Living Well,46.0,,100.0,spotify:track:3YxKqZFpcxBPvpUssL8FS2
6059,The Greatest Hits Collection II,100.0,Brooks & Dunn,My Heart Is Lost To YouBrooks & Dunn,93094.0,Brooks & Dunn,2002-08-17,0.0,77.0,48.0,92.0,My Heart Is Lost To You,13.0,2YWVrRgUlnOGW2MKEU4PLv,My Heart Is Lost To You,35.0,https://p.scdn.co/mp3-preview/e826cf98e2bc8268f2da4eaf921b4da59e97984d?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2YWVrRgUlnOGW2MKEU4PLv
6060,Border Girl,100.0,Paulina Rubio,Don't Say GoodbyePaulina Rubio,93100.0,Paulina Rubio,2002-08-17,0.0,95.0,41.0,98.0,Don't Say Goodbye,16.0,1yTLDUvJW37nMNucGZfBoA,Don't Say Goodbye,38.0,,100.0,spotify:track:1yTLDUvJW37nMNucGZfBoA
6061,Silver Side Up,100.0,Nickelback,How You Remind MeNickelback,93152.0,Nickelback,2002-08-10,0.0,45.0,1.0,50.0,How You Remind Me,49.0,0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,78.0,https://p.scdn.co/mp3-preview/bce58ffc6c70e0fcf2f2c0228f794743a07569ab?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:0gmbgwZ8iqyMPmXefof8Yf
6062,No More Drama,95.0,"Mary J. Blige, Ja Rule",Rainy DayzMary J. Blige Featuring Ja Rule,93185.0,Mary J. Blige Featuring Ja Rule,2002-08-10,0.0,82.0,12.0,83.0,Rainy Dayz,20.0,1F1XjwRzMh8KT2BvH6ISkG,Rainy Dayz,45.0,,100.0,spotify:track:1F1XjwRzMh8KT2BvH6ISkG
6063,Chrome,100.0,Trace Adkins,Help Me UnderstandTrace Adkins,93192.0,Trace Adkins,2002-08-10,0.0,81.0,80.0,90.0,Help Me Understand,4.0,1eqw9X3NsJeBcr7eExLIAA,Help Me Understand,27.0,,100.0,spotify:track:1eqw9X3NsJeBcr7eExLIAA
6064,Iicons,95.0,"Naughty By Nature, 3LW",Feels Good (Don't Worry Bout A Thing)Naughty By Nature Featuring 3LW,93195.0,Naughty By Nature Featuring 3LW,2002-08-10,0.0,94.0,53.0,93.0,Feels Good (Don't Worry Bout A Thing),20.0,3uh7YcFzAWHGg7spVzPfqP,Feels Good (Don't Worry Bout a Thing),38.0,https://p.scdn.co/mp3-preview/70e71fe073c9d5aa8694acfb100b2e81c56aa06b?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3uh7YcFzAWHGg7spVzPfqP
6065,The Beat Goes On,100.0,Tanto Metro & Devonte,Give It To HerTanto Metro & Devonte,93198.0,Tanto Metro & Devonte,2002-08-10,0.0,85.0,85.0,96.0,Give It To Her,20.0,00FU5uypELwgQuM9IbFC6G,Give It To Her,45.0,https://p.scdn.co/mp3-preview/79b1e01e6fee3710088f285e56aa318f46a21312?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:00FU5uypELwgQuM9IbFC6G
6066,Untouchables,100.0,Korn,Here To StayKorn,93202.0,Korn,2002-08-10,0.0,100.0,72.0,100.0,Here To Stay,12.0,5NHTtXGCdO7ul16xr0q93w,Here to Stay,58.0,https://p.scdn.co/mp3-preview/a7c7c40ad61c1be29eee3747e3e9989ef8d2f4db?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5NHTtXGCdO7ul16xr0q93w
6067,8701,100.0,Usher,U Don't Have To CallUsher,93241.0,Usher,2002-07-27,0.0,34.0,3.0,39.0,U Don't Have To Call,25.0,5PCJldueshnwqQVjS16543,U Don't Have to Call,59.0,https://p.scdn.co/mp3-preview/10b10ae9e510813b5dd4490d0f068d959fc852d8?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:5PCJldueshnwqQVjS16543
6068,34 Number Ones,100.0,Alan Jackson,Drive (For Daddy Gene)Alan Jackson,93257.0,Alan Jackson,2002-07-27,0.0,53.0,28.0,55.0,Drive (For Daddy Gene),20.0,3xzoXqypESowMIDPX760Ds,Drive (For Daddy Gene),60.0,https://p.scdn.co/mp3-preview/a1567631935c543c4c2e40d480824ccba4384d29?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:3xzoXqypESowMIDPX760Ds
6069,Laundry Service,100.0,Shakira,Underneath Your ClothesShakira,93264.0,Shakira,2002-07-27,0.0,57.0,9.0,62.0,Underneath Your Clothes,20.0,15f8Cv8RXUlOOCIf2oaceN,Underneath Your Clothes,65.0,https://p.scdn.co/mp3-preview/6c5a56058ce04371cfe823a5d4c3557f45b026d2?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:15f8Cv8RXUlOOCIf2oaceN
6070,Ecstasy,100.0,Avant,Makin' Good LoveAvant,93280.0,Avant,2002-07-27,0.0,82.0,27.0,78.0,Makin' Good Love,19.0,6Q13UWFUuqXLXT7IUVkqM1,Makin' Good Love,54.0,,100.0,spotify:track:6Q13UWFUuqXLXT7IUVkqM1
6071,Gutterflower,87.0,The Goo Goo Dolls,Here Is GoneGoo Goo Dolls,93281.0,Goo Goo Dolls,2002-07-27,0.0,68.0,18.0,79.0,Here Is Gone,19.0,4KqTGPPmXowMPEoShSVOta,Here Is Gone,54.0,https://p.scdn.co/mp3-preview/9b86215bc9b41d923700adf28f28fb44f42a3018?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:4KqTGPPmXowMPEoShSVOta
6072,Silver Side Up,100.0,Nickelback,Too BadNickelback,93284.0,Nickelback,2002-07-27,0.0,77.0,42.0,82.0,Too Bad,20.0,2cCWbBmadLbKvr9xddC79R,Too Bad,57.0,https://p.scdn.co/mp3-preview/04566785c02b82d0044466c6aa186693bc510189?cid=a3bd1ba0ea4b487cb3be4f9b0c6fcd4f,100.0,spotify:track:2cCWbBmadLbKvr9xddC79R
