,SongID,Unnamed: 0,artist,date,isNew,lastPos,peakPos,rank,title,weeks
13071,Wish I Didn't Love YouChloe Kohanski,13071.0,Chloe Kohanski,2018-01-03,1.0,0.0,69.0,69.0,Wish I Didn't Love You,1.0
13086,I PrayRed Marlow,13086.0,Red Marlow,2018-01-03,1.0,0.0,84.0,84.0,I Pray,1.0
13296,Ask Me How I KnowGarth Brooks,13296.0,Garth Brooks,2017-12-23,0.0,71.0,71.0,94.0,Ask Me How I Know,7.0
13297,Bella y SensualRomeo Santos Featuring Nicky Jam & Daddy Yankee,13297.0,Romeo Santos Featuring Nicky Jam & Daddy Yankee,2017-12-23,1.0,0.0,95.0,95.0,Bella y Sensual,1.0
13401,Total Eclipse Of The HeartChloe Kohanski,13401.0,Chloe Kohanski,2017-12-16,1.0,0.0,99.0,99.0,Total Eclipse Of The Heart,1.0
13481,Awful ThingsLil Peep,13481.0,Lil Peep,2017-12-09,1.0,0.0,79.0,79.0,Awful Things,1.0
13552,CrewGoldLink Featuring Brent Faiyaz & Shy Glizzy,13552.0,GoldLink Featuring Brent Faiyaz & Shy Glizzy,2017-12-02,0.0,51.0,45.0,50.0,Crew,21.0
13675,My Choppa Hate N****s21 Savage & Metro Boomin,13675.0,21 Savage & Metro Boomin,2017-11-25,0.0,94.0,73.0,73.0,My Choppa Hate N****s,2.0
13684,PraySam Smith Featuring Logic,13684.0,Sam Smith Featuring Logic,2017-11-25,0.0,0.0,55.0,82.0,Pray,2.0
13798,"Too HottyQuavo, Takeoff & Offset",13798.0,"Quavo, Takeoff & Offset",2017-11-18,0.0,99.0,91.0,96.0,Too Hotty,4.0
13902,ThreeFuture & Young Thug,13902.0,Future & Young Thug,2017-11-11,1.0,0.0,100.0,100.0,Three,1.0
13922,Almost Like PrayingLin-Manuel Miranda Featuring Artists For Puerto Rico,13922.0,Lin-Manuel Miranda Featuring Artists For Puerto Rico,2017-10-28,1.0,0.0,20.0,20.0,Almost Like Praying,1.0
13950,Loyalty.Kendrick Lamar Featuring Rihanna,13950.0,Kendrick Lamar Featuring Rihanna,2017-10-28,0.0,44.0,14.0,48.0,Loyalty.,26.0
14102,Whatever You NeedMeek Mill Featuring Chris Brown & Ty Dolla $ign,14102.0,Meek Mill Featuring Chris Brown & Ty Dolla $ign,2017-10-21,0.0,90.0,51.0,100.0,Whatever You Need,13.0
14294,"Homemade DynamiteLorde Featuring Khalid, Post Malone & SZA",14294.0,"Lorde Featuring Khalid, Post Malone & SZA",2017-10-07,1.0,0.0,92.0,92.0,Homemade Dynamite,1.0
14495,XLil Uzi Vert,14495.0,Lil Uzi Vert,2017-09-23,0.0,81.0,81.0,93.0,X,2.0
14582,TwoLil Uzi Vert,14582.0,Lil Uzi Vert,2017-09-16,1.0,0.0,80.0,80.0,Two,1.0
14601,DownFifth Harmony Featuring Gucci Mane,14601.0,Fifth Harmony Featuring Gucci Mane,2017-09-16,0.0,0.0,42.0,99.0,Down,10.0
14664,You Look GoodLady Antebellum,14664.0,Lady Antebellum,2017-09-09,0.0,65.0,59.0,62.0,You Look Good,20.0
14690,FlatlinerCole Swindell,14690.0,Cole Swindell,2017-09-09,0.0,74.0,56.0,88.0,Flatliner,18.0
14693,Perplexing PegasusRae Sremmurd,14693.0,Rae Sremmurd,2017-09-09,0.0,93.0,84.0,91.0,Perplexing Pegasus,3.0
14798,It's Goin' DownDescendants 2 Cast,14798.0,Descendants 2 Cast,2017-09-02,0.0,96.0,77.0,96.0,It's Goin' Down,4.0
14883,OMGCamila Cabello Featuring Quavo,14883.0,Camila Cabello Featuring Quavo,2017-08-26,1.0,0.0,81.0,81.0,OMG,1.0
15079,IssuesMeek Mill,15079.0,Meek Mill,2017-08-12,1.0,0.0,77.0,77.0,Issues,1.0
15148,iSpyKYLE Featuring Lil Yachty,15148.0,KYLE Featuring Lil Yachty,2017-08-05,0.0,39.0,4.0,46.0,iSpy,30.0
15188,JerikaJake Paul & Erika Costell Featuring Uncle Kade,15188.0,Jake Paul & Erika Costell Featuring Uncle Kade,2017-08-05,1.0,0.0,86.0,86.0,Jerika,1.0
15249,"BamJAY-Z Featuring Damian ""Jr. Gong"" Marely",15249.0,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",2017-07-29,1.0,0.0,47.0,47.0,Bam,1.0
15258,SmileJAY-Z Featuring Gloria Carter,15258.0,JAY-Z Featuring Gloria Carter,2017-07-29,1.0,0.0,56.0,56.0,Smile,1.0
15288,MoonlightJAY-Z,15288.0,JAY-Z,2017-07-29,1.0,0.0,86.0,86.0,Moonlight,1.0
15389,"Who Dat BoyTyler, The Creator",15389.0,"Tyler, The Creator",2017-07-22,1.0,0.0,87.0,87.0,Who Dat Boy,1.0
15493,ColdMaroon 5 Featuring Future,15493.0,Maroon 5 Featuring Future,2017-07-15,0.0,71.0,16.0,91.0,Cold,20.0
15688,BlackDierks Bentley,15688.0,Dierks Bentley,2017-07-01,0.0,71.0,56.0,86.0,Black,19.0
15885,Me EnamoreShakira,15885.0,Shakira,2017-06-17,0.0,0.0,83.0,83.0,Me Enamore,2.0
15945,Deja VuLauren Duski,15945.0,Lauren Duski,2017-06-10,1.0,0.0,43.0,43.0,Deja Vu,1.0
15968,Money On YouChris Blue,15968.0,Chris Blue,2017-06-10,1.0,0.0,66.0,66.0,Money On You,1.0
15994,The DanceLauren Duski,15994.0,Lauren Duski,2017-06-10,1.0,0.0,92.0,92.0,The Dance,1.0
16046,BothGucci Mane Featuring Drake,16046.0,Gucci Mane Featuring Drake,2017-06-03,0.0,43.0,41.0,44.0,Both,22.0
16098,CakeFlo Rida & 99 Percent,16098.0,Flo Rida & 99 Percent,2017-06-03,0.0,84.0,73.0,96.0,Cake,6.0
16100,Ghost In This HouseLauren Duski,16100.0,Lauren Duski,2017-06-03,1.0,0.0,98.0,98.0,Ghost In This House,1.0
16202,DownMarian Hill,16202.0,Marian Hill,2017-05-27,0.0,73.0,21.0,100.0,Down,17.0
16281,XXX.Kendrick Lamar Featuring U2,16281.0,Kendrick Lamar Featuring U2,2017-05-20,0.0,56.0,33.0,79.0,XXX.,3.0
16371,Feel.Kendrick Lamar,16371.0,Kendrick Lamar,2017-05-13,0.0,35.0,35.0,69.0,Feel.,2.0
16398,God.Kendrick Lamar,16398.0,Kendrick Lamar,2017-05-13,0.0,58.0,58.0,96.0,God.,2.0
16600,How Far I'll GoAlessia Cara,16600.0,Alessia Cara,2017-04-29,0.0,92.0,56.0,98.0,How Far I'll Go,19.0
16687,The Heart Part 4Kendrick Lamar,16687.0,Kendrick Lamar,2017-04-22,0.0,22.0,22.0,85.0,The Heart Part 4,2.0
16770,Get It TogetherDrake Featuring Jorja Smith & Black Coffee,16770.0,Drake Featuring Jorja Smith & Black Coffee,2017-04-15,0.0,45.0,45.0,68.0,Get It Together,2.0
16898,Kill A WordEric Church Featuring Rhiannon Giddens,16898.0,Eric Church Featuring Rhiannon Giddens,2017-04-08,0.0,83.0,71.0,96.0,Kill A Word,15.0
16951,CarolineAmine,16951.0,Amine,2017-04-01,0.0,47.0,11.0,49.0,Caroline,28.0
17175,LoveLana Del Rey,17175.0,Lana Del Rey,2017-03-18,0.0,44.0,44.0,73.0,Love,2.0
17491,I Don'tMariah Carey Featuring YG,17491.0,Mariah Carey Featuring YG,2017-02-25,1.0,0.0,89.0,89.0,I Don't,1.0
17495,Now & LaterSage The Gemini,17495.0,Sage The Gemini,2017-02-25,1.0,0.0,93.0,93.0,Now & Later,1.0
17499,LightBig Sean Featuring Jeremih,17499.0,Big Sean Featuring Jeremih,2017-02-25,1.0,0.0,97.0,97.0,Light,1.0
17551,X21 Savage & Metro Boomin Featuring Future,17551.0,21 Savage & Metro Boomin Featuring Future,2017-02-18,0.0,41.0,36.0,49.0,X,21.0
17697,Sneakin'Drake Featuring 21 Savage,17697.0,Drake Featuring 21 Savage,2017-02-11,0.0,73.0,28.0,95.0,Sneakin',14.0
17802,My Sh*tA Boogie Wit da Hoodie,17802.0,A Boogie Wit da Hoodie,2017-02-04,0.0,0.0,86.0,100.0,My Sh*t,12.0
18035,Careless WhisperWham! Featuring George Michael,18035.0,Wham! Featuring George Michael,2017-01-14,0.0,0.0,1.0,33.0,Careless Whisper,22.0
18049,FaithGeorge Michael,18049.0,George Michael,2017-01-14,0.0,0.0,1.0,47.0,Faith,21.0
18067,Pick Up The PhoneYoung Thug And Travis Scott Featuring Quavo,18067.0,Young Thug And Travis Scott Featuring Quavo,2017-01-14,0.0,74.0,43.0,65.0,Pick Up The Phone,20.0
18169,1 NightLil Yachty,18169.0,Lil Yachty,2017-01-07,0.0,73.0,49.0,67.0,1 Night,20.0
18291,At LastSundance Head,18291.0,Sundance Head,2016-12-31,1.0,0.0,89.0,89.0,At Last,1.0
18378,Homegnash Featuring Johnny Yukon,18378.0,gnash Featuring Johnny Yukon,2016-12-24,1.0,0.0,76.0,76.0,Home,1.0
18384,Rockin'The Weeknd,18384.0,The Weeknd,2016-12-24,0.0,44.0,44.0,82.0,Rockin',2.0
18591,LittyMeek Mill Featuring Tory Lanez,18591.0,Meek Mill Featuring Tory Lanez,2016-12-10,0.0,85.0,49.0,89.0,Litty,4.0
18592,PPAP (Pen-Pineapple-Apple-Pen)PIKOTARO,18592.0,PIKOTARO,2016-12-10,0.0,93.0,77.0,90.0,PPAP (Pen-Pineapple-Apple-Pen),4.0
18700,"WishingDJ Drama Featuring Chris Brown, Skeme & Lyquin",18700.0,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",2016-12-03,0.0,94.0,77.0,98.0,Wishing,14.0
19093,Rock OnTucker Beathard,19093.0,Tucker Beathard,2016-11-05,0.0,69.0,62.0,91.0,Rock On,10.0
19399,With You Tonight / Hasta El AmanecerNicky Jam,19399.0,Nicky Jam,2016-10-15,0.0,94.0,73.0,97.0,With You Tonight / Hasta El Amanecer,19.0
19800,Duele El CorazonEnrique Iglesias Feat. Wisin or Tinashe & Javada,19800.0,Enrique Iglesias Feat. Wisin or Tinashe & Javada,2016-09-17,0.0,92.0,82.0,98.0,Duele El Corazon,8.0
20291,P**** PrintGucci Mane Featuring Kanye West,20291.0,Gucci Mane Featuring Kanye West,2016-08-13,1.0,0.0,89.0,89.0,P**** Print,1.0
20300,Light It UpMajor Lazer Featuring Nyla & Fuse ODG,20300.0,Major Lazer Featuring Nyla & Fuse ODG,2016-08-13,0.0,92.0,73.0,98.0,Light It Up,20.0
20387,NoMeghan Trainor,20387.0,Meghan Trainor,2016-08-06,0.0,78.0,3.0,85.0,No,20.0
20474,Love Make The World Go RoundJennifer Lopez & Lin-Manuel Miranda,20474.0,Jennifer Lopez & Lin-Manuel Miranda,2016-07-30,1.0,0.0,72.0,72.0,Love Make The World Go Round,1.0
20788,What The World Needs Now Is LoveBroadway For Orlando,20788.0,Broadway For Orlando,2016-07-09,1.0,0.0,86.0,86.0,What The World Needs Now Is Love,1.0
20996,LawYo Gotti Featuring E-40,20996.0,Yo Gotti Featuring E-40,2016-06-25,0.0,81.0,79.0,94.0,Law,9.0
21089,9Drake,21089.0,Drake,2016-06-18,0.0,72.0,45.0,87.0,9,5.0
21175,Lonesome Broken And BlueAdam Wakefield,21175.0,Adam Wakefield,2016-06-11,1.0,0.0,73.0,73.0,Lonesome Broken And Blue,1.0
21196,Every Breath You TakeHannah Huston,21196.0,Hannah Huston,2016-06-11,1.0,0.0,94.0,94.0,Every Breath You Take,1.0
21202,Down That RoadAlisan Porter,21202.0,Alisan Porter,2016-06-11,1.0,0.0,100.0,100.0,Down That Road,1.0
21295,BlessingsChance The Rapper Featuring Ty Dolla $ign,21295.0,Chance The Rapper Featuring Ty Dolla $ign,2016-06-04,1.0,0.0,93.0,93.0,Blessings,1.0
21296,I'm SorryAdam Wakefield,21296.0,Adam Wakefield,2016-06-04,1.0,0.0,94.0,94.0,I'm Sorry,1.0
21506,Purple RainPrince And The Revolution,21506.0,Prince And The Revolution,2016-05-14,0.0,17.0,2.0,4.0,Purple Rain,18.0
21525,KissPrince And The Revolution,21525.0,Prince And The Revolution,2016-05-14,0.0,28.0,1.0,23.0,Kiss,20.0
21527,Let's Go CrazyPrince And The Revolution,21527.0,Prince And The Revolution,2016-05-14,0.0,39.0,1.0,25.0,Let's Go Crazy,21.0
21535,Raspberry BeretPrince And The Revolution,21535.0,Prince And The Revolution,2016-05-14,0.0,0.0,2.0,33.0,Raspberry Beret,18.0
21541,I Would Die 4 UPrince And The Revolution,21541.0,Prince And The Revolution,2016-05-14,0.0,0.0,8.0,39.0,I Would Die 4 U,16.0
21642,Down In The DMYo Gotti Featuring Nicki Minaj,21642.0,Yo Gotti Featuring Nicki Minaj,2016-05-07,0.0,32.0,13.0,40.0,Down In The DM,21.0
21942,679Fetty Wap Featuring Remy Boyz,21942.0,Fetty Wap Featuring Remy Boyz,2016-04-16,0.0,39.0,4.0,40.0,679,40.0
22486,HollowTori Kelly,22486.0,Tori Kelly,2016-03-12,0.0,68.0,68.0,84.0,Hollow,11.0
22550,On My MindEllie Goulding,22550.0,Ellie Goulding,2016-03-05,0.0,41.0,13.0,48.0,On My Mind,22.0
22595,Bang My HeadDavid Guetta Featuring Sia & Fetty Wap,22595.0,David Guetta Featuring Sia & Fetty Wap,2016-03-05,0.0,81.0,76.0,93.0,Bang My Head,6.0
22669,Fly S**t OnlyFuture,22669.0,Future,2016-02-27,1.0,0.0,67.0,67.0,Fly S**t Only,1.0
22694,WTF (Where They From)Missy Elliott Featuring Pharrell Williams,22694.0,Missy Elliott Featuring Pharrell Williams,2016-02-27,0.0,95.0,22.0,92.0,WTF (Where They From),14.0
22799,"JamKevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",22799.0,"Kevin Gates Featuring Trey Songz, Ty Dolla $ign & Jamie Foxx",2016-02-20,1.0,0.0,97.0,97.0,Jam,1.0
23000,Lean & DabbiLoveMemphis,23000.0,iLoveMemphis,2016-02-06,1.0,0.0,98.0,98.0,Lean & Dabb,1.0
23101,BlaseTy Dolla $ign Featuring Future & Rae Sremmurd,23101.0,Ty Dolla $ign Featuring Future & Rae Sremmurd,2016-01-30,0.0,99.0,63.0,99.0,Blase,18.0
23151,Where Are U NowSkrillex & Diplo With Justin Bieber,23151.0,Skrillex & Diplo With Justin Bieber,2016-01-23,0.0,49.0,8.0,49.0,Where Are U Now,45.0
23172,"DowntownMacklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",23172.0,"Macklemore & Ryan Lewis Featuring Eric Nally, Melle Mel, Kool Moe Dee & Grandmaster Caz",2016-01-23,0.0,72.0,12.0,70.0,Downtown,20.0
23239,Hit The QuaniLoveMemphis,23239.0,iLoveMemphis,2016-01-16,0.0,34.0,15.0,37.0,Hit The Quan,20.0
23298,JuggFetty Wap Featuring Monty,23298.0,Fetty Wap Featuring Monty,2016-01-16,0.0,0.0,86.0,96.0,Jugg,6.0
23383,HallelujahLindsey Stirling,23383.0,Lindsey Stirling,2016-01-09,1.0,0.0,81.0,81.0,Hallelujah,1.0
23426,Mary Did You KnowJordan Smith,23426.0,Jordan Smith,2016-01-02,1.0,0.0,24.0,24.0,Mary Did You Know,1.0
23458,Burning HouseEmily Ann Roberts,23458.0,Emily Ann Roberts,2016-01-02,1.0,0.0,56.0,56.0,Burning House,1.0
23474,Climb Every MountainJordan Smith,23474.0,Jordan Smith,2016-01-02,1.0,0.0,72.0,72.0,Climb Every Mountain,1.0
23492,God Only KnowsJordan Smith & Adam Levine,23492.0,Jordan Smith & Adam Levine,2016-01-02,1.0,0.0,90.0,90.0,God Only Knows,1.0
23501,Somebody To LoveJordan Smith,23501.0,Jordan Smith,2016-01-02,0.0,21.0,21.0,99.0,Somebody To Love,2.0
23599,SorryRick Ross Featuring Chris Brown,23599.0,Rick Ross Featuring Chris Brown,2015-12-26,1.0,0.0,97.0,97.0,Sorry,1.0
23663,HallelujahJordan Smith,23663.0,Jordan Smith,2015-12-19,1.0,0.0,61.0,61.0,Hallelujah,1.0
23694,I'd Just Love To Lay You DownBarrett Baber,23694.0,Barrett Baber,2015-12-19,1.0,0.0,92.0,92.0,I'd Just Love To Lay You Down,1.0
23699,DaddyPSY Featuring CL,23699.0,PSY Featuring CL,2015-12-19,1.0,0.0,97.0,97.0,Daddy,1.0
23700,Girls Just Want To Have FunMadi Davis,23700.0,Madi Davis,2015-12-19,1.0,0.0,98.0,98.0,Girls Just Want To Have Fun,1.0
23832,Great Is Thy FaithfulnessJordan Smith,23832.0,Jordan Smith,2015-12-05,1.0,0.0,30.0,30.0,Great Is Thy Faithfulness,1.0
23890,We AreJustin Bieber Featuring Nas,23890.0,Justin Bieber Featuring Nas,2015-12-05,1.0,0.0,88.0,88.0,We Are,1.0
23900,TrustJustin Bieber,23900.0,Justin Bieber,2015-12-05,1.0,0.0,98.0,98.0,Trust,1.0
23975,Writing's On The WallSam Smith,23975.0,Sam Smith,2015-11-28,0.0,0.0,71.0,73.0,Writing's On The Wall,2.0
23990,HaloJordan Smith,23990.0,Jordan Smith,2015-11-28,1.0,0.0,88.0,88.0,Halo,1.0
24176,HomeOne Direction,24176.0,One Direction,2015-11-14,0.0,97.0,74.0,74.0,Home,2.0
24193,Nothing But Trouble (Instagram Models)Lil Wayne & Charlie Puth,24193.0,Lil Wayne & Charlie Puth,2015-11-14,0.0,86.0,86.0,91.0,Nothing But Trouble (Instagram Models),7.0
24202,100The Game Featuring Drake,24202.0,The Game Featuring Drake,2015-11-14,0.0,88.0,82.0,100.0,100,10.0
24358,El Perdon (Forgiveness)Nicky Jam & Enrique Iglesias,24358.0,Nicky Jam & Enrique Iglesias,2015-10-31,0.0,58.0,56.0,56.0,El Perdon (Forgiveness),30.0
24397,FlyMaddie & Tae,24397.0,Maddie & Tae,2015-10-31,0.0,70.0,61.0,95.0,Fly,14.0
24794,FirestoneKygo Featuring Conrad,24794.0,Kygo Featuring Conrad,2015-10-03,1.0,0.0,92.0,92.0,Firestone,1.0
24945,"Hey MamaDavid Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",24945.0,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",2015-09-19,0.0,35.0,8.0,43.0,Hey Mama,24.0
25047,B**** Better Have My MoneyRihanna,25047.0,Rihanna,2015-09-12,0.0,45.0,15.0,45.0,B**** Better Have My Money,23.0
25198,FunPitbull Featuring Chris Brown,25198.0,Pitbull Featuring Chris Brown,2015-09-05,0.0,74.0,40.0,96.0,Fun,15.0
25395,This Summer's Gonna Hurt...Maroon 5,25395.0,Maroon 5,2015-08-22,0.0,73.0,23.0,93.0,This Summer's Gonna Hurt...,13.0
25402,Good ThingSage The Gemini Featuring Nick Jonas,25402.0,Sage The Gemini Featuring Nick Jonas,2015-08-22,0.0,83.0,75.0,100.0,Good Thing,8.0
25465,No SleeepJanet Featuring J. Cole,25465.0,Janet Featuring J. Cole,2015-08-15,0.0,0.0,63.0,63.0,No Sleeep,2.0
25500,Back It UpPrince Royce Featuring Jennifer Lopez & Pitbull,25500.0,Prince Royce Featuring Jennifer Lopez & Pitbull,2015-08-15,0.0,0.0,92.0,98.0,Back It Up,2.0
25698,Lord KnowsMeek Mill,25698.0,Meek Mill,2015-08-01,0.0,88.0,88.0,96.0,Lord Knows,2.0
25749,G.D.F.R.Flo Rida Featuring Sage The Gemini & Lookas,25749.0,Flo Rida Featuring Sage The Gemini & Lookas,2015-07-25,0.0,47.0,8.0,47.0,G.D.F.R.,35.0
25891,CoffeeMiguel,25891.0,Miguel,2015-07-18,0.0,0.0,78.0,89.0,Coffee,3.0
25897,FlashlightJessie J,25897.0,Jessie J,2015-07-18,0.0,88.0,61.0,95.0,Flashlight,7.0
25997,B**** I'm MadonnaMadonna Featuring Nicki Minaj,25997.0,Madonna Featuring Nicki Minaj,2015-07-11,0.0,84.0,84.0,95.0,B**** I'm Madonna,2.0
26101,NastyBandit Gang Marco Featuring Dro,26101.0,Bandit Gang Marco Featuring Dro,2015-07-04,0.0,88.0,41.0,99.0,Nasty,9.0
26184,3500Travi$ Scott Featuring Future & 2 Chainz,26184.0,Travi$ Scott Featuring Future & 2 Chainz,2015-06-27,1.0,0.0,82.0,82.0,3500,1.0
26439,PleaseSawyer Fredericks,26439.0,Sawyer Fredericks,2015-06-06,1.0,0.0,37.0,37.0,Please,1.0
26465,Old ManSawyer Fredericks,26465.0,Sawyer Fredericks,2015-06-06,1.0,0.0,63.0,63.0,Old Man,1.0
26494,Change My MindMeghan Linsey,26494.0,Meghan Linsey,2015-06-06,1.0,0.0,92.0,92.0,Change My Mind,1.0
26596,A Thousand YearsSawyer Fredericks,26596.0,Sawyer Fredericks,2015-05-30,1.0,0.0,94.0,94.0,A Thousand Years,1.0
26701,Shine OnSawyer Fredericks,26701.0,Sawyer Fredericks,2015-05-23,1.0,0.0,99.0,99.0,Shine On,1.0
26773,Simple ManSawyer Fredericks,26773.0,Sawyer Fredericks,2015-05-16,1.0,0.0,71.0,71.0,Simple Man,1.0
26784,InfinityMariah Carey,26784.0,Mariah Carey,2015-05-16,1.0,0.0,82.0,82.0,Infinity,1.0
26886,Make It RainKoryn Hawthorne,26886.0,Koryn Hawthorne,2015-05-09,1.0,0.0,84.0,84.0,Make It Rain,1.0
26900,TroubleIggy Azalea Featuring Jennifer Hudson,26900.0,Iggy Azalea Featuring Jennifer Hudson,2015-05-09,0.0,83.0,67.0,98.0,Trouble,5.0
26902,IrisSawyer Fredericks,26902.0,Sawyer Fredericks,2015-05-09,1.0,0.0,100.0,100.0,Iris,1.0
26983,Prayer In CLillywood & Robin Schulz,26983.0,Lillywood & Robin Schulz,2015-05-02,0.0,74.0,23.0,81.0,Prayer In C,20.0
27000,ImagineSawyer Fredericks,27000.0,Sawyer Fredericks,2015-05-02,1.0,0.0,98.0,98.0,Imagine,1.0
27002,House Of The Rising SunKimberly Nichole,27002.0,Kimberly Nichole,2015-05-02,1.0,0.0,100.0,100.0,House Of The Rising Sun,1.0
27100,GoodbyeWho Is Fancy,27100.0,Who Is Fancy,2015-04-25,1.0,0.0,98.0,98.0,Goodbye,1.0
27390,You're So BeautifulEmpire Cast Featuring Jussie Smollett & Yazz,27390.0,Empire Cast Featuring Jussie Smollett & Yazz,2015-04-04,0.0,70.0,47.0,88.0,You're So Beautiful,4.0
27488,ConquerorEmpire Cast Featuring Estelle & Jussie Smollett,27488.0,Empire Cast Featuring Estelle & Jussie Smollett,2015-03-28,0.0,42.0,42.0,86.0,Conqueror,2.0
27598,MonsterMeek Mill,27598.0,Meek Mill,2015-03-21,1.0,0.0,96.0,96.0,Monster,1.0
27701,ParadiseBig Sean,27701.0,Big Sean,2015-03-14,1.0,0.0,99.0,99.0,Paradise,1.0
27840,Don'tEd Sheeran,27840.0,Ed Sheeran,2015-02-28,0.0,43.0,9.0,38.0,Don't,36.0
27897,Where You BelongThe Weeknd,27897.0,The Weeknd,2015-02-28,1.0,0.0,95.0,95.0,Where You Belong,1.0
27901,Keep Your MoneyEmpire Cast Featuring Jussie Smollett,27901.0,Empire Cast Featuring Jussie Smollett,2015-02-28,1.0,0.0,99.0,99.0,Keep Your Money,1.0
27937,"Work ItMissy ""Misdemeanor"" Elliott",27937.0,"Missy ""Misdemeanor"" Elliott",2015-02-21,0.0,0.0,2.0,35.0,Work It,26.0
27942,"Get Ur Freak OnMissy ""Misdemeanor"" Elliott",27942.0,"Missy ""Misdemeanor"" Elliott",2015-02-21,0.0,0.0,7.0,40.0,Get Ur Freak On,25.0
27948,WavesMr. Probz,27948.0,Mr. Probz,2015-02-21,0.0,39.0,14.0,46.0,Waves,25.0
27994,L.A.LOVE (la la)Fergie,27994.0,Fergie,2015-02-21,0.0,84.0,27.0,92.0,L.A.LOVE (la la),18.0
27998,HotelKid Ink Featuring Chris Brown,27998.0,Kid Ink Featuring Chris Brown,2015-02-21,1.0,0.0,96.0,96.0,Hotel,1.0
27999,***FlawlessBeyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,27999.0,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2015-02-21,0.0,100.0,41.0,97.0,***Flawless,20.0
28089,DangerousDavid Guetta Featuring Sam Martin,28089.0,David Guetta Featuring Sam Martin,2015-02-14,0.0,97.0,56.0,87.0,Dangerous,15.0
28299,No LoveAugust Alsina,28299.0,August Alsina,2015-01-31,0.0,91.0,69.0,97.0,No Love,18.0
28389,Best FriendsSophia Grace,28389.0,Sophia Grace,2015-01-24,1.0,0.0,87.0,87.0,Best Friends,1.0
28601,"Shell ShockedJuicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",28601.0,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",2015-01-10,0.0,0.0,84.0,99.0,Shell Shocked,3.0
28655,VelvetChris Jamison,28655.0,Chris Jamison,2015-01-03,1.0,0.0,53.0,53.0,Velvet,1.0
28665,Lost Without UChris Jamison & Adam Levine,28665.0,Chris Jamison & Adam Levine,2015-01-03,1.0,0.0,63.0,63.0,Lost Without U,1.0
28676,SoldierDamien,28676.0,Damien,2015-01-03,1.0,0.0,74.0,74.0,Soldier,1.0
28685,Lost StarsMatt McAndrew & Adam Levine,28685.0,Matt McAndrew & Adam Levine,2015-01-03,1.0,0.0,83.0,83.0,Lost Stars,1.0
28761,The Old Rugged CrossCraig Wayne Boyd,28761.0,Craig Wayne Boyd,2014-12-27,1.0,0.0,59.0,59.0,The Old Rugged Cross,1.0
28783,Make It RainMatt McAndrew,28783.0,Matt McAndrew,2014-12-27,1.0,0.0,81.0,81.0,Make It Rain,1.0
28795,Come Join The MurderThe White Buffalo & The Forest Rangers,28795.0,The White Buffalo & The Forest Rangers,2014-12-27,1.0,0.0,93.0,93.0,Come Join The Murder,1.0
28800,When I Was Your ManChris Jamison,28800.0,Chris Jamison,2014-12-27,1.0,0.0,98.0,98.0,When I Was Your Man,1.0
28842,The Blower's DaughterMatt McAndrew,28842.0,Matt McAndrew,2014-12-20,1.0,0.0,40.0,40.0,The Blower's Daughter,1.0
28888,Feelin' ItScotty McCreery,28888.0,Scotty McCreery,2014-12-20,0.0,87.0,84.0,86.0,Feelin' It,11.0
28898,iKendrick Lamar,28898.0,Kendrick Lamar,2014-12-20,0.0,80.0,39.0,96.0,i,11.0
28902,RoyalsTaylor John Williams,28902.0,Taylor John Williams,2014-12-20,1.0,0.0,100.0,100.0,Royals,1.0
28977,BootyJennifer Lopez Featuring Iggy Azalea Or Pitbull,28977.0,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,2014-12-13,0.0,94.0,18.0,75.0,Booty,9.0
28986,I Walk The LineCraig Wayne Boyd,28986.0,Craig Wayne Boyd,2014-12-13,1.0,0.0,84.0,84.0,I Walk The Line,1.0
29048,BailandoEnrique Iglesias Featuring Descemer Bueno & Gente de Zona,29048.0,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014-12-06,0.0,44.0,12.0,46.0,Bailando,30.0
29052,HappyPharrell Williams,29052.0,Pharrell Williams,2014-12-06,0.0,37.0,1.0,50.0,Happy,47.0
29080,Baby It's Cold OutsideIdina Menzel Duet With Michael Buble,29080.0,Idina Menzel Duet With Michael Buble,2014-12-06,1.0,0.0,78.0,78.0,Baby It's Cold Outside,1.0
29094,Take Me To ChurchMatt McAndrew,29094.0,Matt McAndrew,2014-12-06,1.0,0.0,92.0,92.0,Take Me To Church,1.0
29545,2 OnTinashe Featuring ScHoolboy Q,29545.0,Tinashe Featuring ScHoolboy Q,2014-11-01,0.0,36.0,24.0,43.0,2 On,24.0
29600,Bo$$Fifth Harmony,29600.0,Fifth Harmony,2014-11-01,0.0,91.0,43.0,98.0,Bo$$,15.0
